kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_delivname,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
10875007,K04149.01,9.547,1.91,2.30E-05,1.00E+00,q1_q17_dr25_koi,0.215,49,1.2,1.40E-08,6.20E-07,1.30E-06,5.70E-08,2.90E-11,1.50E-07,0.013,6312,175.45,-148.97,1.35,0.559,-0.195,1.24,0.175,-0.101,9.39,0.132,-0.313,1215,493.82,-183.24,0.18,0.095,-0.116
10875007,K04149.02,14.709,2.07,3.40E-04,1.00E+00,q1_q17_dr25_koi,0.217,60,1.11,1.30E-06,2.50E-04,1.60E-05,1.60E-07,6.40E-05,2.50E-07,0.014,6303,172.12,-152.57,1.35,0.493,-0.201,1.24,0.154,-0.101,9.4,0.136,-0.279,1220,435.85,-189.53,0.17,0.103,-0.113
11465651,K04150.01,31.335,2.34,8.10E-03,1.00E+00,q1_q17_dr25_koi,0.204,103,0.87,1.00E-06,1.80E-03,1.10E-03,4.30E-04,1.90E-03,2.70E-03,0.016,6304,185.48,-151.16,1.34,0.565,-0.197,1.24,0.171,-0.114,9.41,0.135,-0.282,1471,598.04,-233.74,0.17,0.113,-0.099
5217574,K04151.01,0.895,1.95,7.50E-05,1.00E+00,q1_q17_dr25_koi,0.202,73,1.32,1.40E-25,8.90E-12,3.40E-12,1.10E-12,1.90E-08,5.10E-05,0.013,6410,215.45,-248.49,1.37,0.336,-0.202,1.27,0.124,-0.114,9.36,0.155,-0.316,2062,494.39,-330.52,0.89,0.136,-0.156
7199060,K04152.01,64.186,5.15,7.80E-01,1.00E+00,q1_q17_dr25_koi,0.051,270,0.6,5.00E-02,6.90E-01,1.70E-02,1.50E-03,1.20E-02,1.10E-04,0.027,6885,127.29,-160.48,1.75,0.725,-0.31,1.5,0.228,-0.126,9.14,0.104,-0.196,999,409.08,-177.83,0.2,0.057,-0.101
8439323,K04153.01,4.626,2.17,3.70E-01,1.00E+00,q1_q17_dr25_koi,0.216,124,1.08,3.20E-02,2.70E-01,2.10E-02,2.30E-03,2.10E-02,2.40E-02,0.019,5835,128.76,-174.81,1.05,0.183,-0.112,1.01,0.07,-0.074,9.72,0.183,-0.35,931,168,-106.16,0.29,0.095,-0.144
8953414,K04332.01,2.666,0.97,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.079,46,1.56,4.80E-167,6.90E-201,1.40E-68,1.30E-32,5.50E-37,2.20E-15,0.012,4881,89.62,-71.15,0.74,0.033,-0.039,0.76,0.039,-0.042,9.92,0.193,-0.466,641,32.81,-36.24,0.13,0.114,-0.091
10140274,K04334.01,2.442,1.12,3.40E-04,1.00E+00,q1_q17_dr25_koi,0.101,71,1.89,1.10E-15,1.40E-13,1.50E-04,3.40E-08,4.90E-08,1.90E-04,0.014,4792,57.52,-55.3,0.73,0.026,-0.033,0.75,0.031,-0.034,9.94,0.182,-0.363,753,30.05,-37.23,0.1,0.076,-0.069
10730070,K04335.01,7.618,1.14,2.50E-04,1.00E+00,q1_q17_dr25_koi,0.112,42,1.17,1.90E-12,7.70E-05,3.80E-05,3.20E-06,6.60E-06,2.40E-05,0.009,6040,122.8,-130.62,1.16,0.285,-0.145,1.1,0.096,-0.071,9.57,0.155,-0.3,902,221.42,-118.35,0.16,0.079,-0.101
8573193,K04337.01,8.185,1.1,1.10E-04,1.00E+00,q1_q17_dr25_koi,0.123,36,0.81,3.40E-20,9.40E-07,4.20E-06,1.00E-06,1.50E-06,3.10E-05,0.009,6002,208.5,-233.92,1.12,0.257,-0.149,1.06,0.129,-0.089,9.58,0.223,-0.311,1054,250.44,-149.09,0.32,0.151,-0.181
9240664,K04338.01,10.784,21.39,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.012,206,2.43,1.80E-02,2.00E-01,5.90E-01,5.10E-04,1.20E-02,1.80E-01,0.195,5703,257.49,-229.8,1.01,0.27,-0.124,0.97,0.103,-0.077,9.78,0.212,-0.396,484,133.26,-65.87,0.58,0.2,-0.204
7281411,K04339.01,0.567,0.93,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.08,28,2.01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.012,4968,80.72,-55.78,0.71,0.056,-0.062,0.73,0.054,-0.058,9.92,0.184,-0.382,788,66.11,-75.74,0.07,0.098,-0.049
6528141,K04340.01,2.023,1.14,1.00E+00,9.00E-03,q1_q17_dr25_koi,0.108,38,1.47,3.60E-56,3.60E-37,5.00E-04,1.30E-16,1.20E-12,8.60E-03,0.011,5635,163.92,-110.83,0.95,0.114,-0.09,0.93,0.058,-0.058,9.8,0.214,-0.438,1256,149.28,-124.26,0.14,0.131,-0.093
6792908,K04341.01,10.778,1.76,2.30E-03,1.00E+00,q1_q17_dr25_koi,0.202,33,1.71,6.60E-06,1.40E-03,6.90E-04,3.00E-06,2.60E-06,2.30E-05,0.009,6939,167.42,-263.19,1.79,0.716,-0.331,1.55,0.224,-0.151,9.1,0.117,-0.202,1094,430.39,-202.12,0.5,0.083,-0.158
7211879,K04342.01,0.594,1.12,9.60E-03,1.00E+00,q1_q17_dr25_koi,0.107,51,0.5,1.30E-06,4.40E-05,1.00E-03,1.50E-04,2.10E-03,6.30E-03,0.01,5752,158.9,-173.56,1.02,0.157,-0.114,0.97,0.071,-0.067,9.78,0.195,-0.398,1225,188.63,-145.61,0.26,0.125,-0.145
8087812,K04343.01,27.211,1.42,5.10E-04,1.00E+00,q1_q17_dr25_koi,0.141,34,1.56,2.90E-25,3.70E-23,4.00E-04,4.30E-07,4.30E-10,2.40E-05,0.012,5982,84.26,-97.32,1.09,0.126,-0.112,0.99,0.057,-0.061,9.76,0.117,-0.269,672,80.29,-70.81,0.2,0.067,-0.078
10534155,K04345.01,4.327,16.72,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.051,43,0.87,1.80E-03,1.20E-01,3.10E-01,1.30E-02,2.20E-01,3.30E-01,0.167,5519,72.02,-93.62,0.92,0.136,-0.089,0.89,0.047,-0.062,9.95,0.141,-0.44,416,61.86,-41.47,0.18,0.055,-0.089
4848115,K04537.01,0.97,1.05,4.80E-04,1.00E+00,q1_q17_dr25_koi,0.097,74,1.56,1.10E-09,4.70E-09,1.70E-04,7.80E-07,1.00E-05,2.80E-04,0.01,5435,112.69,-155.79,0.96,0.112,-0.077,0.95,0.051,-0.051,9.86,0.184,-0.465,1105,133.53,-96.71,0.42,0.106,-0.154
5991765,K04538.01,9.258,1.52,1.70E-01,1.00E+00,q1_q17_dr25_koi,0.163,51,2.46,1.50E-04,1.90E-03,3.90E-02,2.60E-04,2.70E-03,1.20E-01,0.009,6608,342.8,-297.8,1.55,0.609,-0.274,1.38,0.217,-0.17,9.24,0.191,-0.245,903,345.4,-172.94,0.66,0.2,-0.191
3962872,K04539.01,25.955,1.53,1.10E-02,1.00E+00,q1_q17_dr25_koi,0.156,110,2.55,2.70E-18,2.40E-09,8.10E-03,6.50E-06,3.40E-07,2.70E-03,0.013,5899,217.57,-146.78,1.08,0.183,-0.124,1.03,0.099,-0.067,9.62,0.22,-0.365,811,139.23,-99.89,0.17,0.158,-0.113
12108293,K04540.01,0.705,0.73,7.70E-04,1.00E+00,q1_q17_dr25_koi,0.039,65,1.5,3.90E-159,3.40E-52,5.70E-09,5.30E-29,3.80E-22,6.70E-11,0.008,5287,75.56,-79.28,0.84,0.062,-0.058,0.84,0.039,-0.046,9.96,0.163,-0.427,686,53.31,-49.65,0.12,0.072,-0.079
5511659,K04541.01,8.529,1.99,8.00E-03,1.00E+00,q1_q17_dr25_koi,0.206,146,1.29,1.90E-05,1.70E-03,8.00E-04,4.50E-04,2.20E-03,2.80E-03,0.017,5599,56.47,-49.22,1.08,0.138,-0.119,0.96,0.033,-0.027,9.97,0.095,-0.23,1322,172.9,-147.08,0.06,0.054,-0.038
5511659,K04541.02,17.236,1.89,4.10E-03,1.00E+00,q1_q17_dr25_koi,0.201,210,3,2.50E-05,1.30E-03,1.30E-03,8.50E-05,9.00E-05,1.30E-03,0.016,5596,57.83,-46.97,1.08,0.173,-0.123,0.96,0.035,-0.028,9.98,0.083,-0.222,1330,215.9,-149.03,0.05,0.057,-0.037
9640946,K04542.01,1.089,0.68,4.40E-03,1.00E+00,q1_q17_dr25_koi,0.025,11,1.53,5.00E-55,1.50E-86,1.20E-12,6.40E-13,4.90E-12,1.60E-03,0.008,5028,55.02,-48.9,0.78,0.036,-0.033,0.8,0.035,-0.038,9.93,0.184,-0.403,620,31.22,-28.99,0.06,0.057,-0.044
9776186,K04543.01,1.489,1.72,1.30E-04,1.00E+00,q1_q17_dr25_koi,0.169,398,0.5,3.90E-20,5.50E-16,1.60E-05,2.50E-11,1.10E-10,9.60E-05,0.023,4584,87.67,-99.16,0.69,0.031,-0.04,0.7,0.035,-0.041,9.93,0.179,-0.406,1189,66.13,-79.11,0.23,0.128,-0.148
10220950,K04544.01,158.348,,,,q1_q17_dr25_koi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140122,K04545.01,0.849,0.82,1.10E-02,1.00E+00,q1_q17_dr25_koi,0.053,54,5.4,2.40E-12,1.90E-10,4.60E-03,8.80E-07,6.50E-06,6.90E-03,0.01,4868,59.31,-58.12,0.75,0.028,-0.031,0.77,0.033,-0.035,9.92,0.19,-0.433,641,27.71,-29.29,0.11,0.075,-0.072
5033823,K04546.01,0.742,29.57,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,18,1.35,8.20E-02,3.00E-01,2.00E-01,1.60E-02,2.90E-01,1.10E-01,0.211,5897,73.83,-60.6,1.28,0.391,-0.215,1.08,0.128,-0.048,9.74,0.108,-0.159,728,222.77,-122.78,0.07,0.061,-0.046
10342316,K04547.01,0.934,14.82,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.063,14,1.74,0.00E+00,0.00E+00,0.00E+00,9.10E-91,3.00E-45,1.10E-104,0.153,5582,92.64,-64.34,0.89,0.097,-0.08,0.88,0.059,-0.078,9.87,0.184,-0.421,1064,118.28,-97.41,0.05,0.075,-0.036
6264750,K04715.01,53.286,1.64,1.70E-03,1.00E+00,q1_q17_dr25_koi,0.169,86,1.86,1.40E-08,1.50E-05,5.00E-04,4.20E-06,9.20E-06,4.40E-04,0.013,5971,168.23,-139.44,1.16,0.266,-0.14,1.09,0.108,-0.069,9.59,0.19,-0.31,839,189.74,-105.34,0.17,0.114,-0.105
11290515,K04716.01,5.894,0.64,3.40E-04,1.00E+00,q1_q17_dr25_koi,0.018,16,2.97,1.40E-15,6.10E-17,1.30E-04,1.30E-05,7.20E-07,1.00E-04,0.005,6003,52.83,-48.47,1.17,0.105,-0.088,1.11,0.04,-0.033,9.57,0.121,-0.258,410,37.33,-30.64,0.03,0.043,-0.023
4902202,K04717.01,216.456,3.49,4.00E-03,1.00E+00,q1_q17_dr25_koi,0.146,674,1.08,2.30E-05,1.10E-03,1.50E-04,1.70E-05,1.60E-03,4.30E-04,0.029,5649,59.15,-68.25,1.1,0.183,-0.127,0.97,0.034,-0.033,9.96,0.082,-0.221,1407,235.53,-162.98,0.29,0.053,-0.067
7282042,K04718.01,0.567,0.63,6.50E-06,1.00E+00,q1_q17_dr25_koi,0.044,16,0.99,2.60E-52,1.60E-48,3.80E-200,8.80E-20,5.00E-15,1.70E-85,0.004,6457,144.94,-158.9,1.45,0.578,-0.225,1.31,0.172,-0.112,9.34,0.115,-0.267,946,366.55,-148.38,0.15,0.089,-0.095
3109937,K04720.01,37.81,1.83,1.50E-02,9.90E-01,q1_q17_dr25_koi,0.184,255,1.11,2.10E-23,3.60E-27,9.70E-04,3.90E-08,3.70E-10,3.40E-04,0.02,5330,107.57,-67.25,0.84,0.07,-0.071,0.83,0.048,-0.052,9.94,0.172,-0.433,1092,96.07,-96.62,0.08,0.108,-0.056
6593734,K04722.01,0.587,21.75,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.011,160,0.5,8.40E-06,1.00E-03,1.30E-01,5.60E-03,2.80E-01,5.90E-01,0.194,5808,90.65,-122.04,1.03,0.23,-0.099,1.02,0.062,-0.061,9.7,0.164,-0.402,1388,321.28,-140.23,0.18,0.061,-0.103
7778621,K04725.01,7.282,1.07,4.90E-02,1.00E+00,q1_q17_dr25_koi,0.101,40,1.38,5.40E-06,8.70E-06,3.20E-02,1.40E-04,6.50E-04,1.70E-02,0.013,4904,135.78,-87.49,0.75,0.039,-0.036,0.78,0.04,-0.039,9.92,0.191,-0.41,260,15.82,-13.8,0.17,0.166,-0.115
5956354,K04726.01,8.039,1.42,9.70E-03,1.00E+00,q1_q17_dr25_koi,0.153,62,0.66,2.30E-05,5.00E-04,5.00E-04,1.00E-03,4.00E-03,3.70E-03,0.011,6006,106.76,-123.04,1.18,0.282,-0.142,1.11,0.1,-0.071,9.58,0.143,-0.317,1351,319.79,-165.03,0.2,0.058,-0.095
11913072,K04729.01,3.748,1.15,4.90E-03,1.00E+00,q1_q17_dr25_koi,0.115,35,1.77,4.90E-18,5.20E-12,1.20E-04,2.50E-06,2.40E-05,4.60E-03,0.009,6079,113.2,-109.78,1.17,0.273,-0.139,1.1,0.096,-0.075,9.56,0.158,-0.321,1071,251.78,-130.47,0.1,0.078,-0.074
8752940,K04730.01,9.078,1.81,8.90E-01,1.00E+00,q1_q17_dr25_koi,0.181,202,0.84,1.30E-01,5.90E-01,5.70E-02,4.20E-03,7.50E-02,3.00E-02,0.021,5040,69.22,-90.02,0.79,0.041,-0.035,0.82,0.035,-0.036,9.9,0.204,-0.48,459,25.25,-23.23,0.2,0.073,-0.116
9083470,K04731.01,0.918,19.23,1.00E+00,8.40E-02,q1_q17_dr25_koi,0.035,73,2.28,3.50E-72,1.10E-73,3.30E-100,2.90E-20,4.10E-20,8.40E-02,0.199,5311,52.48,-67.68,0.89,0.082,-0.06,0.88,0.04,-0.035,9.96,0.161,-0.416,1137,107.58,-80.93,0.26,0.031,-0.064
5551228,K04154.02,122.907,3.62,7.10E-01,9.00E-01,q1_q17_dr25_koi,0.136,614,0.5,6.80E-16,3.70E-18,1.70E-01,6.20E-05,1.60E-02,4.30E-01,0.038,5409,199.84,-152.98,0.87,0.097,-0.074,0.86,0.063,-0.057,9.92,0.178,-0.411,1017,127.14,-92.59,0.26,0.188,-0.155
5471271,K04155.01,12.422,1.21,1.20E-02,1.00E+00,q1_q17_dr25_koi,0.127,120,1.71,5.20E-11,2.30E-07,1.30E-03,2.80E-05,3.00E-06,8.70E-03,0.007,6671,393.99,-317.55,1.58,0.612,-0.295,1.41,0.222,-0.175,9.2,0.188,-0.277,1045,401.98,-207.89,0.48,0.225,-0.202
5881120,K04156.01,4.85,1.19,1.30E-02,1.00E+00,q1_q17_dr25_koi,0.128,17,2.25,6.60E-37,2.30E-20,9.90E-03,1.10E-06,6.10E-07,2.70E-03,0.01,5893,214.86,-150.2,1.09,0.255,-0.134,1.04,0.095,-0.072,9.66,0.203,-0.353,697,163.9,-90.94,0.18,0.152,-0.12
4548098,K04157.01,3.823,0.75,1.40E-01,1.00E+00,q1_q17_dr25_koi,0.05,18,1.11,6.50E-10,9.90E-10,2.70E-02,9.50E-04,5.20E-04,1.10E-01,0.006,6288,64.71,-59.18,1.15,0.038,-0.037,1.21,0.033,-0.038,8.82,0.251,-0.264,525,20.89,-20.17,0.03,0.037,-0.02
4548098,K04157.02,5.216,0.88,1.00E+00,6.20E-01,q1_q17_dr25_koi,0.062,29,3.3,4.40E-01,5.00E-02,9.50E-04,7.70E-02,1.00E-02,4.10E-02,0.007,6291,60.78,-59.45,1.15,0.037,-0.035,1.21,0.033,-0.037,8.81,0.254,-0.251,525,20.24,-19.03,0.03,0.039,-0.02
5306383,K04158.01,0.842,0.95,8.40E-01,1.00E+00,q1_q17_dr25_koi,0.101,57,0.5,5.20E-14,4.70E-08,5.30E-02,4.80E-04,3.00E-02,7.60E-01,0.008,5901,298.54,-228.45,1.09,0.247,-0.139,1.04,0.145,-0.084,9.6,0.252,-0.322,527,135.26,-71.59,0.3,0.218,-0.185
6607644,K04159.01,0.972,0.75,1.10E-04,1.00E+00,q1_q17_dr25_koi,0.046,21,0.75,1.30E-10,4.50E-10,3.30E-05,1.60E-05,4.80E-05,5.30E-06,0.008,5237,62.7,-51.93,0.86,0.045,-0.045,0.85,0.032,-0.028,10,0.127,-0.306,606,34.66,-32.07,0.08,0.075,-0.053
7610663,K04160.01,3.032,0.93,8.50E-02,1.00E+00,q1_q17_dr25_koi,0.095,25,1.17,4.60E-09,9.00E-07,1.90E-02,1.10E-04,8.80E-04,6.50E-02,0.008,5791,111.69,-127.89,1.06,0.204,-0.122,1.01,0.058,-0.056,9.76,0.165,-0.353,549,106.64,-64.5,0.18,0.081,-0.106
5565707,K04161.01,1.294,1.27,1.70E-01,1.00E+00,q1_q17_dr25_koi,0.134,30,0.51,2.10E-04,7.30E-03,1.50E-02,6.90E-03,5.70E-02,8.10E-02,0.007,6801,423.32,-290.62,1.66,0.612,-0.296,1.47,0.202,-0.167,9.16,0.164,-0.243,869,306.48,-162.03,0.29,0.235,-0.178
1293031,K04162.01,0.539,2.73,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.193,31,1.92,1.10E-241,0.00E+00,0.00E+00,2.20E-52,1.90E-65,0.00E+00,0.016,6545,119.29,-177.85,1.56,0.653,-0.283,1.37,0.205,-0.124,9.28,0.119,-0.218,717,288.91,-131.22,0.51,0.06,-0.112
6463499,K04163.01,94.447,4.15,7.20E-01,1.00E+00,q1_q17_dr25_koi,0.083,170,0.51,2.90E-02,5.80E-01,5.70E-02,4.30E-03,2.70E-02,2.30E-02,0.026,6443,335.55,-288.43,1.46,0.573,-0.286,1.31,0.205,-0.173,9.32,0.202,-0.249,891,341,-188.32,0.96,0.21,-0.182
9509343,K04346.01,6.393,1.15,4.00E-03,1.00E+00,q1_q17_dr25_koi,0.106,75,1.5,4.30E-09,2.80E-09,1.70E-03,7.60E-05,5.20E-05,2.20E-03,0.012,5253,42.74,-45.36,0.88,0.048,-0.048,0.86,0.03,-0.026,10.02,0.115,-0.315,753,44.79,-42.13,0.08,0.039,-0.047
3244792,K04347.01,3.057,1.46,1.30E-05,1.00E+00,q1_q17_dr25_koi,0.161,40,1.98,1.20E-24,4.60E-07,2.10E-08,6.40E-11,3.80E-09,1.30E-06,0.011,6129,245.45,-227.58,1.22,0.346,-0.176,1.13,0.149,-0.1,9.5,0.224,-0.307,1284,365.27,-202.11,0.29,0.163,-0.163
11872139,K04350.01,1.756,0.76,4.40E-06,1.00E+00,q1_q17_dr25_koi,0.066,12,1.74,1.00E-22,2.50E-12,1.90E-14,2.20E-08,9.10E-07,5.30E-11,0.005,6379,85.65,-115.83,1.4,0.656,-0.225,1.25,0.209,-0.125,9.41,0.114,-0.182,733,338.18,-119.91,0.37,0.029,-0.067
2708221,K04352.01,1.891,21.66,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.021,164,1.98,0.00E+00,0.00E+00,1.70E-285,5.10E-169,4.10E-133,2.50E-95,0.271,4818,121.97,-93.46,0.73,0.039,-0.039,0.77,0.041,-0.047,9.86,0.243,-0.603,876,54.48,-51.65,0.17,0.164,-0.124
4571844,K04353.01,17.808,4.37,5.70E-01,1.00E+00,q1_q17_dr25_koi,0.084,784,3.6,1.50E-02,1.70E-01,2.90E-01,1.30E-03,1.20E-02,8.70E-02,0.037,5949,108.44,-171.26,1.08,0.259,-0.119,1.06,0.082,-0.079,9.62,0.152,-0.363,1502,369.14,-174.41,0.34,0.072,-0.144
5040223,K04354.01,0.996,17.71,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.038,42,4,4.00E-152,1.80E-79,3.20E-177,1.20E-24,2.90E-19,2.50E-18,0.156,5842,265.22,-166.66,1.04,0.191,-0.114,1.01,0.113,-0.071,9.63,0.206,-0.353,979,199.82,-113.54,0.2,0.198,-0.136
8459663,K04356.01,174.51,2.83,3.00E-03,1.00E+00,q1_q17_dr25_koi,0.198,833,1.74,4.80E-08,3.50E-05,1.00E-03,3.20E-11,7.60E-06,6.70E-05,0.035,4845,183.97,-171.88,0.74,0.052,-0.043,0.78,0.042,-0.05,9.83,0.256,-0.646,729,61.24,-52.63,0.37,0.242,-0.242
3550372,K04357.01,0.681,1.02,,,q1_q17_dr25_koi,,59,2.07,,,,,,,0.011,5120,54.03,-67.07,0.85,0.032,-0.029,0.8,0.025,-0.023,10.16,0.014,-0.034,670,30.02,-27.06,0.31,0.056,-0.084
7191646,K04358.01,106.957,2.33,2.50E-02,1.00E+00,q1_q17_dr25_koi,0.214,344,1.11,1.20E-05,4.20E-04,5.80E-03,5.60E-04,6.20E-03,1.20E-02,0.023,5617,105.68,-113.06,0.93,0.106,-0.084,0.93,0.054,-0.057,9.8,0.173,-0.436,1288,155.04,-121.06,0.16,0.084,-0.101
1575873,K04359.01,0.629,0.76,8.60E-01,1.00E+00,q1_q17_dr25_koi,0.044,5,2.04,2.80E-09,2.50E-09,4.30E-02,2.10E-05,1.50E-03,8.10E-01,0.004,7006,301.98,-264.65,1.74,0.656,-0.298,1.53,0.22,-0.148,9.09,0.147,-0.205,465,174.5,-80.34,0.25,0.157,-0.154
10669994,K04360.01,2.716,1.01,2.00E-03,1.00E+00,q1_q17_dr25_koi,0.097,41,1.77,2.10E-10,9.10E-09,7.60E-04,1.10E-05,1.90E-05,1.20E-03,0.009,5988,52.92,-60.45,1.03,0.031,-0.033,1.09,0.029,-0.038,9.22,0.212,-0.326,1057,36.7,-38.09,0.21,0.038,-0.053
3223433,K04548.01,61.083,1.63,1.90E-02,1.00E+00,q1_q17_dr25_koi,0.155,113,2.04,5.90E-14,2.60E-14,6.60E-03,1.00E-06,1.10E-07,1.20E-02,0.015,5771,63.99,-69.39,1,0.047,-0.043,1.01,0.033,-0.041,9.63,0.157,-0.254,853,42.28,-39.85,0.45,0.059,-0.069
6523058,K04549.01,2.048,1.25,7.00E-03,1.00E+00,q1_q17_dr25_koi,0.127,75,5.1,4.50E-13,1.70E-10,2.40E-03,1.90E-07,1.80E-06,4.60E-03,0.012,5565,98.18,-118.62,0.95,0.125,-0.087,0.93,0.044,-0.045,9.89,0.154,-0.41,1459,187.69,-141.36,0.2,0.078,-0.112
5977470,K04550.01,140.252,1.72,2.20E-03,1.00E+00,q1_q17_dr25_koi,0.173,315,1.89,5.60E-10,2.80E-09,1.60E-03,1.50E-07,8.10E-07,2.10E-04,0.021,4798,64.65,-51.56,0.75,0.023,-0.021,0.77,0.025,-0.024,10,0.13,-0.309,646,22.2,-20.6,0.13,0.094,-0.079
11769689,K04551.01,14.718,1.32,7.20E-03,1.00E+00,q1_q17_dr25_koi,0.138,71,2.37,2.00E-12,2.70E-08,9.00E-04,3.90E-05,2.50E-05,6.20E-03,0.011,5920,109.91,-138.43,1.1,0.181,-0.12,1.06,0.076,-0.065,9.64,0.161,-0.361,1041,172.77,-117.2,0.2,0.072,-0.112
6126076,K04553.01,0.909,0.97,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.11,43,2.88,4.50E-23,5.00E-20,5.50E-14,5.70E-07,3.60E-05,1.00E+00,0.006,6467,197.23,-158.1,1.49,0.629,-0.27,1.32,0.201,-0.131,9.32,0.137,-0.238,700,286.87,-129.16,0.15,0.125,-0.102
6369131,K04554.01,8.077,1.71,1.60E-03,1.00E+00,q1_q17_dr25_koi,0.185,23,2.1,6.90E-19,5.80E-09,6.50E-04,1.40E-05,7.10E-07,8.90E-04,0.012,5790,53.28,-48.81,1.3,0.478,-0.17,1.07,0.213,-0.049,9.76,0.147,-0.129,1221,448.7,-159.78,0.04,0.044,-0.026
10399321,K04556.01,21.582,0.71,7.30E-02,9.40E-01,q1_q17_dr25_koi,0.045,19,6.6,3.50E-52,8.80E-72,1.50E-02,2.40E-08,1.40E-15,3.00E-05,0.006,5641,59.72,-67.65,1.09,0.19,-0.136,0.96,0.033,-0.039,9.97,0.079,-0.209,277,47.85,-34.83,0.14,0.043,-0.063
10257229,K04557.01,5.757,0.89,8.70E-04,1.00E+00,q1_q17_dr25_koi,0.095,30,1.02,7.20E-09,5.20E-08,2.90E-04,5.30E-05,1.70E-04,2.10E-04,0.007,6048,87.19,-85.08,1.16,0.247,-0.133,1.1,0.079,-0.067,9.58,0.133,-0.338,754,159.95,-88.66,0.08,0.046,-0.055
5431027,K04558.01,8.823,0.87,2.10E-02,9.80E-01,q1_q17_dr25_koi,0.074,35,1.71,5.00E-54,7.00E-61,4.70E-06,3.20E-10,7.60E-13,1.00E-04,0.009,5452,119.63,-124.82,0.89,0.085,-0.073,0.89,0.046,-0.051,9.89,0.171,-0.446,680,68.25,-58.34,0.22,0.109,-0.124
7285673,K04559.01,0.567,1.49,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.154,16,2.1,1.10E-44,1.00E-73,2.80E-65,3.00E-10,6.60E-13,5.40E-08,0.013,5889,198.93,-137.02,1.05,0.148,-0.104,1.02,0.081,-0.064,9.64,0.197,-0.38,928,137.32,-95.86,0.15,0.145,-0.108
7747457,K04561.01,1.518,1.61,1.30E-05,1.00E+00,q1_q17_dr25_koi,0.178,78,0.63,1.80E-20,2.70E-14,2.20E-11,9.30E-11,3.30E-08,6.10E-06,0.013,5990,91.45,-109.27,1.14,0.248,-0.137,1.07,0.08,-0.07,9.63,0.134,-0.334,866,187.21,-106.94,0.16,0.05,-0.086
5385491,K03988.01,12.425,1.59,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.168,38,2.07,1.10E-204,0.00E+00,4.60E-06,1.50E-34,1.50E-67,1.60E-21,0.014,5751,338.77,-230.45,1.04,0.201,-0.132,0.99,0.13,-0.08,9.7,0.275,-0.404,517,108.5,-71.33,0.46,0.256,-0.198
5551504,K03989.01,1.205,0.86,7.90E-04,1.00E+00,q1_q17_dr25_koi,0.061,17,0.5,2.40E-13,3.60E-10,1.30E-04,1.10E-07,5.30E-06,6.60E-04,0.009,5395,205.43,-181.37,0.88,0.106,-0.074,0.88,0.063,-0.057,9.89,0.2,-0.433,524,69.35,-49.92,0.4,0.192,-0.188
6421503,K03990.01,2.158,17.66,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.048,127,0.5,2.00E-230,0.00E+00,1.40E-230,9.70E-120,6.60E-64,4.60E-90,0.198,5249,93.85,-84.1,0.82,0.061,-0.058,0.83,0.041,-0.049,9.93,0.179,-0.416,792,63.13,-58.43,0.13,0.097,-0.084
10352333,K03991.01,1.571,1.37,2.10E-01,1.00E+00,q1_q17_dr25_koi,0.13,23,0.9,3.40E-03,1.80E-01,3.20E-03,3.30E-04,1.30E-02,2.80E-03,0.014,5512,70.04,-64.56,0.9,0.074,-0.062,0.87,0.04,-0.042,9.93,0.128,-0.317,371,31.47,-26.8,0.13,0.07,-0.068
3228988,K03992.01,0.731,17.66,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.046,142,1.74,1.60E-281,6.00E-262,1.40E-242,9.40E-53,2.30E-42,2.20E-42,0.173,5592,144.1,-105.08,0.94,0.103,-0.084,0.92,0.057,-0.055,9.83,0.188,-0.437,1090,125,-102.92,0.13,0.126,-0.088
